CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,NOMBRE_SIMPLIFICADO,TIPO_ESTABLECIMIENTO,ID_ESTABLECIMIENTO_FISICO,REGION,CLASIFICACION
10-17-1990-46,10-011,SUCHITEPEQUEZ,SANTO TOMAS LA UNION,INSTITUTO PRIVADO MIXTO JORGE RABBI MATUL GARCIA,2A. CALLE A BARRIO LA ALAMEDA,87282560,ARNULFO EFRAIN GOMEZ CHAY,LIDIA ALICIA REDONDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,INSTITUTO JORGE RABBI MATUL GARCIA,INSTITUTO,INSTITUTO JORGE RABBI MATUL GARCIA_2A._CALLE_A_BARRIO_LA_ALAMEDA,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-17-2328-46,10-011,SUCHITEPEQUEZ,SANTO TOMAS LA UNION,COLEGIO PRIVADO MIXTO ELIM,2A. CALLE 6-35 ZONA 1,87285680,ARNULFO EFRAIN GOMEZ CHAY,JACINTO CARRILLO ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,COLEGIO ELIM,COLEGIO,COLEGIO ELIM_2A._CALLE_6-35_ZONA_1,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-17-2533-46,10-011,SUCHITEPEQUEZ,SANTO TOMAS LA UNION,COLEGIO PRIVADO MIXTO ELIM,2A. CALLE 6-35 ZONA 1,87285680,ARNULFO EFRAIN GOMEZ CHAY,JACINTO CARRILLO ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO ELIM,COLEGIO,COLEGIO ELIM_2A._CALLE_6-35_ZONA_1,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-18-0006-46,10-023,SUCHITEPEQUEZ,ZUNILITO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ZUNILITO,2A. AVENIDA 3-10 ZONA 1,12107030,CARLOS FILEMON SAMAYOA MADRID,MARGARITA IMMER GUOX GARCÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,INSTITUTO NACIONAL DIVERSIFICADA ZUNILITO,INSTITUTO,INSTITUTO NACIONAL DIVERSIFICADA ZUNILITO_2A._AVENIDA_3-10_ZONA_1,SUR,OFICIAL_MONOLINGUE_DIARIO(REGULAR)
10-18-0009-46,10-023,SUCHITEPEQUEZ,ZUNILITO,INSTITUTO PRIVADO MIXTO ZUNIL PECUL,ENTRADA PRINCIPAL 1A. AVENIDA ZONA 1,96286770,CARLOS FILEMON SAMAYOA MADRID,HENRY ORLANDO IXQUIACTAP TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,INSTITUTO ZUNIL PECUL,INSTITUTO,INSTITUTO ZUNIL PECUL_ENTRADA_PRINCIPAL_1A._AVENIDA_ZONA_1,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
10-18-2677-46,10-023,SUCHITEPEQUEZ,ZUNILITO,INSTITUTO PRIVADO MIXTO ZUNIL PECUL,ENTRADA PRINCIPAL 1A. AVENIDA. ZONA 1,96286770,CARLOS FILEMON SAMAYOA MADRID,HENRY ORLANDO IXQUIACTAP TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,INSTITUTO ZUNIL PECUL,INSTITUTO,INSTITUTO ZUNIL PECUL_ENTRADA_PRINCIPAL_1A._AVENIDA._ZONA_1,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-19-0014-46,10-008,SUCHITEPEQUEZ,PUEBLO NUEVO,COLEGIO EVANGELICO PRIVADO MIXTO NUEVA VISION,SECTOR EL REBALSE PUEBLO NUEVO SUCHITEPEQUEZ,63753100,JUANA MARIA CIFUENTES PEREZ,JULIO ELISEO VICENTE GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO EVANGELICO NUEVA VISION,COLEGIO,COLEGIO EVANGELICO NUEVA VISION_SECTOR_EL_REBALSE_PUEBLO_NUEVO_SUCHITEPEQUEZ,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-19-0018-46,10-008,SUCHITEPEQUEZ,PUEBLO NUEVO,COLEGIO EVANGELICO PRIVADO MIXTO NUEVA VISION,SECTOR  EL REBALSE PUEBLO NUEVO SUCHITEPEQUEZ,28109910,JUANA MARIA CIFUENTES PEREZ,JULIO ELISEO VICENTE GARCÍA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,COLEGIO EVANGELICO NUEVA VISION,COLEGIO,COLEGIO EVANGELICO NUEVA VISION_SECTOR__EL_REBALSE_PUEBLO_NUEVO_SUCHITEPEQUEZ,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
10-20-0022-46,10-016,SUCHITEPEQUEZ,RIO BRAVO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4TA. CALLE 4-31 ZONA 2,84334250,AMELIA NOEMI FLORES MARTINEZ,VIVIAN ELISA CABRERA GRAMAJO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,INSTITUTO NACIONAL DIVERSIFICADA,INSTITUTO,INSTITUTO NACIONAL DIVERSIFICADA_4TA._CALLE_4-31_ZONA_2,SUR,OFICIAL_MONOLINGUE_DIARIO(REGULAR)
10-20-0025-46,10-016,SUCHITEPEQUEZ,RIO BRAVO,INSTITUTO PRIVADO MIXTO EDUCACIÓN Y DESARROLLO,4A. CALLE 4-31 ZONA 2,79179890,AMELIA NOEMI FLORES MARTINEZ,GERSON ELIAZAR VELASQUEZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,INSTITUTO DESARROLLO,INSTITUTO,INSTITUTO DESARROLLO_4A._CALLE_4-31_ZONA_2,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-20-0026-46,10-016,SUCHITEPEQUEZ,RIO BRAVO,INSTITUTO PRIVADO MIXTO EDUCACIÓN Y DESARROLLO,4A. CALLE 4-31 ZONA 2,79179890,AMELIA NOEMI FLORES MARTINEZ,GERSON ELIAZAR VELASQUEZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,INSTITUTO DESARROLLO,INSTITUTO,INSTITUTO DESARROLLO_4A._CALLE_4-31_ZONA_2,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-20-0031-46,10-016,SUCHITEPEQUEZ,RIO BRAVO,COLEGIO EVANGELICO INTEGRAL LA LIBERTAD,LOTE 179 Y 180 ENTRE 2DA. Y 3ERA. CALLE COLONIA LAS MARGARITAS,92217450,AMELIA NOEMI FLORES MARTINEZ,POLICARPIO GÓMEZ QUICHE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO EVANGELICO INTEGRAL LA LIBERTAD,COLEGIO,COLEGIO EVANGELICO INTEGRAL LA LIBERTAD_LOTE_179_Y_180_ENTRE_2DA._Y_3ERA._CALLE_COLONIA_LAS_MARGARITAS,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-20-0032-46,10-016,SUCHITEPEQUEZ,RIO BRAVO,COLEGIO EVANGELICO INTEGRAL LA LIBERTAD,LOTE 179 Y 180 ENTRE 2DA. Y 3ERA. CALLE COLONIA LAS MARGARITAS,92217450,AMELIA NOEMI FLORES MARTINEZ,POLICARPIO GÓMEZ QUICHE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,COLEGIO EVANGELICO INTEGRAL LA LIBERTAD,COLEGIO,COLEGIO EVANGELICO INTEGRAL LA LIBERTAD_LOTE_179_Y_180_ENTRE_2DA._Y_3ERA._CALLE_COLONIA_LAS_MARGARITAS,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-20-0034-46,10-016,SUCHITEPEQUEZ,RIO BRAVO,INSTITUTO PRIVADO MIXTO EDUCACIÓN Y DESARROLLO,4A. CALLE 4-31 ZONA 2,79179890,AMELIA NOEMI FLORES MARTINEZ,GERSON ELIAZAR VELASQUEZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,INSTITUTO DESARROLLO,INSTITUTO,INSTITUTO DESARROLLO_4A._CALLE_4-31_ZONA_2,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-20-0039-46,10-016,SUCHITEPEQUEZ,RIO BRAVO,INSTITUTO PRIVADO MIXTO EDUCACIÓN Y DESARROLLO,4A. CALLE 4-31 ZONA 2,79179890,AMELIA NOEMI FLORES MARTINEZ,GERSON ELIAZAR VELASQUEZ VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,INSTITUTO DESARROLLO,INSTITUTO,INSTITUTO DESARROLLO_4A._CALLE_4-31_ZONA_2,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
10-21-0077-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO TÉCNICO PRIVADO MIXTO EL REDENTOR,RESIDENCIALES LOS EUCALIPTOS,92724840,LUIGI PETRONILO CERMEÑO VARAONA,CÉSAR AUGUSTO BARCO ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO TECNICO EL REDENTOR,COLEGIO,COLEGIO TECNICO EL REDENTOR_RESIDENCIALES_LOS_EUCALIPTOS,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0078-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO TÉCNICO PRIVADO MIXTO EL REDENTOR,RESIDENCIALES LOS EUCALIPTOS,87203500,LUIGI PETRONILO CERMEÑO VARAONA,CÉSAR AUGUSTO BARCO ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO TECNICO EL REDENTOR,COLEGIO,COLEGIO TECNICO EL REDENTOR_RESIDENCIALES_LOS_EUCALIPTOS,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0079-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,INED,CALLE DE CORREOS,57496770,LUIGI PETRONILO CERMEÑO VARAONA,ROLANDO EZEQUIEL MORALES GONZALEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,INED,OTRO,INED_CALLE_DE_CORREOS,SUR,OFICIAL_MONOLINGUE_DIARIO(REGULAR)
10-21-0080-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO EVANGELICO PRIVADO MIXTO EBEN-EZER,LOTE # 226,56420980,LUIGI PETRONILO CERMEÑO VARAONA,ZOILA MARINA BARRIOS LUARCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO EVANGELICO EBEN-EZER,COLEGIO,COLEGIO EVANGELICO EBEN-EZER_LOTE_#_226,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0081-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS NUEVO HORIZONTE,CALLE PRINCIPAL,48676630,LUIGI PETRONILO CERMEÑO VARAONA,ÁNGEL SALVADOR CARDONA RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO ESTUDIOS AVANZADOS NUEVO HORIZONTE,COLEGIO,COLEGIO ESTUDIOS AVANZADOS NUEVO HORIZONTE_CALLE_PRINCIPAL,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0082-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS NUEVO HORIZONTE,CALLE PRINCIPAL,48676630,LUIGI PETRONILO CERMEÑO VARAONA,SILVIA EDELMIRA CANO COZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO ESTUDIOS AVANZADOS NUEVO HORIZONTE,COLEGIO,COLEGIO ESTUDIOS AVANZADOS NUEVO HORIZONTE_CALLE_PRINCIPAL,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0083-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS NUEVO HORIZONTE,CALLE PRINCIPAL,48676630,LUIGI PETRONILO CERMEÑO VARAONA,DEBORA ELIZABETH CAP GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,COLEGIO ESTUDIOS AVANZADOS NUEVO HORIZONTE,COLEGIO,COLEGIO ESTUDIOS AVANZADOS NUEVO HORIZONTE_CALLE_PRINCIPAL,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-21-0084-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO CATOLICO PRIVADO SAN JOSE,LOTE NO. 114,25732860,LUIGI PETRONILO CERMEÑO VARAONA,FABIOLA ALEXEINA BONILLA CAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO CATOLICO SAN JOSE,COLEGIO,COLEGIO CATOLICO SAN JOSE_LOTE_NO._114,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0085-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO SUPERACION,LOTE NO. 44,92723420,LUIGI PETRONILO CERMEÑO VARAONA,MARIA TERESA BARTOLÓN MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO SUPERACION,COLEGIO,COLEGIO SUPERACION_LOTE_NO._44,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0086-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO EVANGELICO PRIVADO MIXTO EBEN EZER,LOTE # 226,56420980,LUIGI PETRONILO CERMEÑO VARAONA,ZOILA MARINA BARRIOS LUARCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO EVANGELICO EBEN EZER,COLEGIO,COLEGIO EVANGELICO EBEN EZER_LOTE_#_226,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0087-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO SUPERACION,LOTE NO. 44,92723420,LUIGI PETRONILO CERMEÑO VARAONA,MARIA TERESA BARTOLON DE RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO SUPERACION,COLEGIO,COLEGIO SUPERACION_LOTE_NO._44,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0089-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO EVANGELICO PRIVADO MIXTO EBEN EZER,LOTE # 226,56420980,LUIGI PETRONILO CERMEÑO VARAONA,ZOILA MARINA BARRIOS LUARCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,COLEGIO EVANGELICO EBEN EZER,COLEGIO,COLEGIO EVANGELICO EBEN EZER_LOTE_#_226,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
10-21-0090-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,LINEA B-16,21864690,LUIGI PETRONILO CERMEÑO VARAONA,RUBEN ARNOLDO GUZMAN CORZANTES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,INSTITUTO NACIONAL EDUCACIÓN DIVERSIFICADA,INSTITUTO,INSTITUTO NACIONAL EDUCACIÓN DIVERSIFICADA_LINEA_B-16,SUR,OFICIAL_MONOLINGUE_DIARIO(REGULAR)
10-21-0093-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO SUPERACION,LOTE NO. 44,92713420,LUIGI PETRONILO CERMEÑO VARAONA,MARÍA TERESA BARTOLÓN MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,COLEGIO SUPERACION,COLEGIO,COLEGIO SUPERACION_LOTE_NO._44,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
10-21-0095-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO DE ESTUDIOS AVANZADOS AVANZADOS NUEVO HORIZONTE,CALLE PRINCIPAL,48676630,LUIGI PETRONILO CERMEÑO VARAONA,SILVIA EDELMIRA CANO COZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,COLEGIO ESTUDIOS AVANZADOS AVANZADOS NUEVO HORIZONTE,COLEGIO,COLEGIO ESTUDIOS AVANZADOS AVANZADOS NUEVO HORIZONTE_CALLE_PRINCIPAL,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
10-21-0097-46,10-028,SUCHITEPEQUEZ,SAN JOSE LA MAQUINA,COLEGIO PRIVADO MIXTO SUPERACION,LOTE NO. 44,92724300,LUIGI PETRONILO CERMEÑO VARAONA,MARÍA TERESA BARTOLÓN MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SUCHITEPÉQUEZ,COLEGIO SUPERACION,COLEGIO,COLEGIO SUPERACION_LOTE_NO._44,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
