CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,NOMBRE_SIMPLIFICADO,TIPO_ESTABLECIMIENTO,ID_ESTABLECIMIENTO_FISICO,REGION,CLASIFICACION
05-13-0079-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO CRISTIANO NAZARETH,LOTE 100. CALLE PANAMA,78828062,JAIME ANTULIO ESTRADA SOTO,MANUEL CHINCHILLA CARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,LICEO CRISTIANO NAZARETH,LICEO,LICEO CRISTIANO NAZARETH_LOTE_100._CALLE_PANAMA,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-13-0081-46,05-019,ESCUINTLA,NUEVA CONCEPCION,INSTITUTO DE COMPUTACIÓN INFORMÁTICA DEL SUR -ICIS-,LOTE 392 CALLE CENTRAL,55873620,JAIME ANTULIO ESTRADA SOTO,HUGO NEFTALÍ RIVAS GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,INSTITUTO COMPUTACIÓN INFORMÁTICA DEL SUR -ICIS-,INSTITUTO,INSTITUTO COMPUTACIÓN INFORMÁTICA DEL SUR -ICIS-_LOTE_392_CALLE_CENTRAL,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-13-0084-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN,CALLE BELICE PARCELA. A-43,78828451,JAIME ANTULIO ESTRADA SOTO,BLANCA MERIDA MUÑOZ SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN,LICEO,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN_CALLE_BELICE_PARCELA._A-43,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-13-0086-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO CRISTIANO NAZARETH,LOTE NO. 100 CALLE PANAMÁ.,78828062,JAIME ANTULIO ESTRADA SOTO,MANUEL CHINCHILLA CARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,LICEO CRISTIANO NAZARETH,LICEO,LICEO CRISTIANO NAZARETH_LOTE_NO._100_CALLE_PANAMÁ.,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-13-0087-46,05-019,ESCUINTLA,NUEVA CONCEPCION,COLEGIO PARTICULAR MIXTO EL REPARO,ESCUELA OFICIAL RURAL MIXTA DE ALDEA EL REPARO,57100238,JAIME ANTULIO ESTRADA SOTO,AURA ONELIA CARDONA CORADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,COLEGIO PARTICULAR EL REPARO,COLEGIO,COLEGIO PARTICULAR EL REPARO_ESCUELA_OFICIAL_RURAL_MIXTA_DE_ALDEA_EL_REPARO,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-13-0089-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN,CALLE BELICEPARCELA A-43,78828451,JAIME ANTULIO ESTRADA SOTO,BLANCA MERIDA MUÑOZ SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN,LICEO,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN_CALLE_BELICEPARCELA_A-43,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-13-0097-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGÓGICO GUATEMALA,CALLE DEL BANCO BARRIO 6 DE NOVIEMBRE,78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,CENTRO PEDAGÓGICO GUATEMALA,CENTRO,CENTRO PEDAGÓGICO GUATEMALA_CALLE_DEL_BANCO_BARRIO_6_DE_NOVIEMBRE,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-13-0100-46,05-019,ESCUINTLA,NUEVA CONCEPCION,COLEGIO PARTICULAR MIXTO EL REPARO.,ESCUELA OFICIAL RURAL MIXTA. ALDEA EL REPARO,57100238,JAIME ANTULIO ESTRADA SOTO,AURA ONELIA CARDONA CORADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,COLEGIO PARTICULAR EL REPARO.,COLEGIO,COLEGIO PARTICULAR EL REPARO._ESCUELA_OFICIAL_RURAL_MIXTA._ALDEA_EL_REPARO,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
05-13-0103-46,05-019,ESCUINTLA,NUEVA CONCEPCION,INSTITUTO DE COMPUTACIÓN INFORMÁTICA DEL SUR -ICIS-,LOTE 392 CALLE CENTRAL,47696005,JAIME ANTULIO ESTRADA SOTO,HUGO NEFTALÍ RIVAS GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),ESCUINTLA,INSTITUTO COMPUTACIÓN INFORMÁTICA DEL SUR -ICIS-,INSTITUTO,INSTITUTO COMPUTACIÓN INFORMÁTICA DEL SUR -ICIS-_LOTE_392_CALLE_CENTRAL,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(DOS_DÍAS_A_LA_SEMANA)
05-13-0104-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN,CALLE BELICE PARCELA A-43,78888451,JAIME ANTULIO ESTRADA SOTO,BLANCA MERIDA MUÑOZ SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN,LICEO,LICEO TÉCNICO COMERCIAL EN COMPUTACIÓN_CALLE_BELICE_PARCELA_A-43,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
05-13-0106-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO CRISTIANO NAZARETH,LOTE 100 CALLE PANAMÁ,78828062,JAIME ANTULIO ESTRADA SOTO,MANUEL CHINCHILLA CARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,LICEO CRISTIANO NAZARETH,LICEO,LICEO CRISTIANO NAZARETH_LOTE_100_CALLE_PANAMÁ,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
05-13-0108-46,05-019,ESCUINTLA,NUEVA CONCEPCION,COLEGIO PRIVADO MIXTO NUESTRA SEÑORA DE CONCEPCIÓN,LOTE 120 A CALLE PANAMÁ,55103092,JAIME ANTULIO ESTRADA SOTO,MARIELA ELIZABETH CHACON RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA,COLEGIO NUESTRA SEÑORA CONCEPCIÓN,COLEGIO,COLEGIO NUESTRA SEÑORA CONCEPCIÓN_LOTE_120_A_CALLE_PANAMÁ,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(FIN_DE_SEMANA)
05-13-0111-46,05-019,ESCUINTLA,NUEVA CONCEPCION,COMPLEJO EDUCATIVO SAN PABLO,CALLE EL SALVADOR FRACCIÓN DE LOTE 37 SECTOR A,31203240,JAIME ANTULIO ESTRADA SOTO,ALMA RAQUEL GARCÍA MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),ESCUINTLA,COMPLEJO EDUCATIVO SAN PABLO,OTRO,COMPLEJO EDUCATIVO SAN PABLO_CALLE_EL_SALVADOR_FRACCIÓN_DE_LOTE_37_SECTOR_A,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(DOS_DÍAS_A_LA_SEMANA)
05-13-0112-46,05-019,ESCUINTLA,NUEVA CONCEPCION,COMPLEJO EDUCATIVO SAN PABLO,CALLE EL SALVADOR FRACCIÓN DE LOTE 37 SECTOR A,31203240,JAIME ANTULIO ESTRADA SOTO,ALMA RAQUEL GARCÍA MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,COMPLEJO EDUCATIVO SAN PABLO,OTRO,COMPLEJO EDUCATIVO SAN PABLO_CALLE_EL_SALVADOR_FRACCIÓN_DE_LOTE_37_SECTOR_A,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-13-0114-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGÓGICO GUATEMALA,BARRIO 6 DE NOVIEMBRE,78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,CENTRO PEDAGÓGICO GUATEMALA,CENTRO,CENTRO PEDAGÓGICO GUATEMALA_BARRIO_6_DE_NOVIEMBRE,SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(UN_DÍA_A_LA_SEMANA)
05-13-0120-46,05-019,ESCUINTLA,NUEVA CONCEPCION,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,ALDEA CENTRO DOS,39464750,JAIME ANTULIO ESTRADA SOTO,JOSE HUMBERTO MARTINEZ MORALES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,INSTITUTO NACIONAL BÁSICA DIVERSIFICADA,INSTITUTO,INSTITUTO NACIONAL BÁSICA DIVERSIFICADA_ALDEA_CENTRO_DOS,SUR,OFICIAL_MONOLINGUE_DIARIO(REGULAR)
05-13-0571-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO CRISTIANO NAZARETH,LOTE NO. 100 CALLE PANAMA,78828062,JAIME ANTULIO ESTRADA SOTO,MANUEL CHINCHILLA CARÍAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,LICEO CRISTIANO NAZARETH,LICEO,LICEO CRISTIANO NAZARETH_LOTE_NO._100_CALLE_PANAMA,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-13-0726-46,05-019,ESCUINTLA,NUEVA CONCEPCION,LICEO TÉCNICO COMERCIAL EN COMPUTACION,CALLE BELICE PARCELA  A-43,78828451,JAIME ANTULIO ESTRADA SOTO,BLANCA MERIDA MUÑOZ SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,LICEO TECNICO COMERCIAL EN COMPUTACION,LICEO,LICEO TECNICO COMERCIAL EN COMPUTACION_CALLE_BELICE_PARCELA__A-43,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-13-2369-46,05-019,ESCUINTLA,NUEVA CONCEPCION,COLEGIO ADVENTISTA ENMANUEL,LOTE 105  ALDEA CENTRO DOS,58939354,JAIME ANTULIO ESTRADA SOTO,ALEXANDER ANTONIO TOBAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,COLEGIO ADVENTISTA ENMANUEL,COLEGIO,COLEGIO ADVENTISTA ENMANUEL_LOTE_105__ALDEA_CENTRO_DOS,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-13-2546-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGÓGICO GUATEMALA,CALLE DEL BANCO BARRIO 6 DE NOVIEMBRE,78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,CENTRO PEDAGOGICO GUATEMALA,CENTRO,CENTRO PEDAGOGICO GUATEMALA_CALLE_DEL_BANCO_BARRIO_6_DE_NOVIEMBRE,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-13-2547-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGÓGICO GUATEMALA,"CALLE DEL BANCO, BARRIO 6 DE NOVIEMBRE",78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,CENTRO PEDAGOGICO GUATEMALA,CENTRO,"CENTRO PEDAGOGICO GUATEMALA_CALLE_DEL_BANCO,_BARRIO_6_DE_NOVIEMBRE",SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-13-2791-46,05-019,ESCUINTLA,NUEVA CONCEPCION,CENTRO PEDAGÓGICO GUATEMALA,CALLE DEL BANCO BARRIO 6 DE NOVIEMBRE,78828098,JAIME ANTULIO ESTRADA SOTO,FREDY FERNANDO CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,CENTRO PEDAGOGICO GUATEMALA,CENTRO,CENTRO PEDAGOGICO GUATEMALA_CALLE_DEL_BANCO_BARRIO_6_DE_NOVIEMBRE,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-14-0027-46,05-029,ESCUINTLA,SIPACATE,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,5TA CALLE 0-12,56901945,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,JULY MARLEN GÓMEZ CHACLÁN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ESCUINTLA,INSTITUTO MUNICIPAL EDUCACIÓN DIVERSIFICADA,INSTITUTO,INSTITUTO MUNICIPAL EDUCACIÓN DIVERSIFICADA_5TA_CALLE_0-12,SUR,MUNICIPAL_MONOLINGUE_DIARIO(REGULAR)
05-14-0033-46,05-029,ESCUINTLA,SIPACATE,COLEGIO MIXTO LA LIBERTAD,5A CALLE 0-12,59236037,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,ROSARIO ELENA CHACLAN NAJARRO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,COLEGIO LA LIBERTAD,COLEGIO,COLEGIO LA LIBERTAD_5A_CALLE_0-12,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-14-0037-46,05-029,ESCUINTLA,SIPACATE,COLEGIO CRISTIANO EMANUEL,0 CALLE 1RA. AVENIDA LOTE NO. 06 COLONIA VINICIO CEREZO ARÉVALO,58269606,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,BLANCA ESTELA RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,COLEGIO CRISTIANO EMANUEL,COLEGIO,COLEGIO CRISTIANO EMANUEL_0_CALLE_1RA._AVENIDA_LOTE_NO._06_COLONIA_VINICIO_CEREZO_ARÉVALO,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-14-0041-46,05-029,ESCUINTLA,SIPACATE,COLEGIO CRISTIANO EMANUEL,3A CALLE Y 1A AVENIDA LOTE 6 COLONIA VINICIO CEREZO ARÉVALO,58266906,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,JOSÉ CRUZ MÉNDEZ HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,COLEGIO CRISTIANO EMANUEL,COLEGIO,COLEGIO CRISTIANO EMANUEL_3A_CALLE_Y_1A_AVENIDA_LOTE_6_COLONIA_VINICIO_CEREZO_ARÉVALO,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
05-14-0045-46,05-029,ESCUINTLA,SIPACATE,LICEO TÉCNICO EBEN-EZER.,5A CALLE 0-12,56901945,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,JULY MARLEN GÓMEZ CHACLÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ESCUINTLA,LICEO TÉCNICO EBEN-EZER.,LICEO,LICEO TÉCNICO EBEN-EZER._5A_CALLE_0-12,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-14-0046-46,05-029,ESCUINTLA,SIPACATE,COLEGIO CRISTIANO EMANUEL,0 CALLE 1A. AVENIDA LOTE 6 COLONIA VINICIO CEREZO ARÉVALO,54621483,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,BLANCA ESTELA RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,COLEGIO CRISTIANO EMANUEL,COLEGIO,COLEGIO CRISTIANO EMANUEL_0_CALLE_1A._AVENIDA_LOTE_6_COLONIA_VINICIO_CEREZO_ARÉVALO,SUR,PRIVADO_MONOLINGUE_DIARIO(REGULAR)
05-14-0048-46,05-029,ESCUINTLA,SIPACATE,COLEGIO CRISTIANO EMANUEL.,"0 CALLE 1A AVENIDA, LOTE 6 COLONIA VINICIO CEREZO ARÉVALO",58266906,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,BLANCA ESTELA RUANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA,COLEGIO CRISTIANO EMANUEL.,COLEGIO,"COLEGIO CRISTIANO EMANUEL._0_CALLE_1A_AVENIDA,_LOTE_6_COLONIA_VINICIO_CEREZO_ARÉVALO",SUR,PRIVADO_MONOLINGUE_SEMIPRESENCIAL_(FIN_DE_SEMANA)
05-14-0050-46,05-029,ESCUINTLA,SIPACATE,COLEGIO PARTICULAR MIXTO ROSALES,13 AVE. 3-47,30384604,MILVIA MERCEDEZ VASQUEZ MORALES DE VALLADARES,RUTH REBECA ZELAYA JURADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,COLEGIO PARTICULAR ROSALES,COLEGIO,COLEGIO PARTICULAR ROSALES_13_AVE._3-47,SUR,PRIVADO_MONOLINGUE_FIN_DE_SEMANA
