Nombre_Base,Nombre_Similar
"LICEO MIXTO TECNICO EN COMPUTACION SENDA 2,000",LICEO MIXTO TECNICO EN COMPUTACIÓN SENDA 2000
"LICEO MIXTO TECNICO EN COMPUTACION SENDA 2,000","LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000"
COLEGIO EN INFORMATICA IMB-PC N0.1,COLEGIO DE INFORMÁTICA IMB-PC NO.1
LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,"LICEO MIXTO TECNICO EN COMPUTACION SENDA 2,000"
LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,LICEO MIXTO TECNICO EN COMPUTACIÓN SENDA 2000
LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000"
COLEGIO DE INFORMATICA IMB-PC NO. 1,COLEGIO DE INFORMÁTICA IMB-PC NO. 1
COLEGIO DE INFORMATICA IMB-PC NO. 1,COLEGIO DE INFORMATICA IMB-PC NO. 2
COLEGIO DE INFORMATICA IMB-PC NO. 1,COLEGIO DE INFORMATICA IMB-PC NO 2
COLEGIO DE INFORMATICA IMB-PC NO. 1,COLEGIO DE INFORMÁTICA IMB-PC NO.1
COLEGIO DE INFORMATICA IMB-PC NO. 1,COLEGIO DE INFORMATICA IMB-PC #1
COLEGIO DE INFORMATICA IMB-PC NO. 1,COLEGIO DE INFORMATICA IMB-PC
LICEO DE COMPUTACIÓN C.S.S ZONA 7,LICEO DE COMPUTACIÓN C.S.S. ZONA 7
LICEO DE COMPUTACIÓN C.S.S ZONA 7,"LICEO DE COMPUTACIÓN C.S.S, ZONA 6"
LICEO DE COMPUTACIÓN C.S.S ZONA 7,LICEO DE COMPUTACIÓN C.S.S. ZONA 6
LICEO DE CIENCIA Y TECNOLOGIA,LICEO DE CIENCIA Y TECNOLOGÍA
COLEGIO EVANGÉLICO MIXTO EL CALVARIO,COLEGIO EVANGELICO MIXTO EL CALVARIO
ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.5,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.2
ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.5,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3
ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.5,ESCUELA NACIONAL DE CIENCIAS COMERCIALES
ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.5,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO. 3 J. N.
COLEGIO EVANGELICO MIXTO EL CALVARIO,COLEGIO EVANGÉLICO MIXTO EL CALVARIO
COLEGIO VALVERDE NO. 3,COLEGIO VALVERDE NO. 2
COLEGIO VALVERDE NO. 3,COLEGIO VALVERDE NO.2
COLEGIO LA ASUNCION,COLEGIO LA ASUNCIÓN
COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 4
COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO. 3
COLEGIO PANAMERICANO NO. 6,COLEGIO PANAMERICANO NO.3
COLEGIO MIXTO BILINGUE EL PRADO,COLEGIO MIXTO BILINGUE LA PRADERA
COLEGIO SANTA TERESITA,COLEGIO SANTA TERESA
COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC NO 2
COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC NO. 1
COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMÁTICA IMB-PC NO. 1
COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMÁTICA IMB-PC NO.1
COLEGIO DE INFORMATICA IMB-PC NO. 2,COLEGIO DE INFORMATICA IMB-PC
COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO. 4
COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO. 6
COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO.3
INSTITUTO DE EDUCACIÓN A DISTANCIA LA ESCUELA EN SU CASA,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA
LICEO MIXTO JUAN APOSTOL,LICEO MIXTO JUAN APÓSTOL
LICEO MIXTO JUAN APÓSTOL,LICEO MIXTO JUAN APOSTOL
COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN
COLEGIO MIXTO VALLE REAL,COLEGIO MIXTO REAL EL VALLE
INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,INSTITUTO DE EDUCACIÓN A DISTANCIA LA ESCUELA EN SU CASA
INSTITUTO TÉCNICO VOCACIONAL PRIVADO EMILIANI,INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI
COLEGIO DE INFORMATICA IMB-PC NO 2,COLEGIO DE INFORMATICA IMB-PC NO. 2
COLEGIO DE INFORMATICA IMB-PC NO 2,COLEGIO DE INFORMATICA IMB-PC NO. 1
COLEGIO DE INFORMATICA IMB-PC NO 2,COLEGIO DE INFORMÁTICA IMB-PC NO. 1
COLEGIO DE INFORMATICA IMB-PC NO 2,COLEGIO DE INFORMATICA IMB-PC
COLEGIO DE INFORMATICA IMB-PC NO 2,COLEGIO DE INFORMÁTICA IMB-PC NO.1
COLEGIO DE INFORMATICA IMB-PC NO 2,COLEGIO DE INFORMATICA IMB-PC #1
INSTITUTO TECNICO VOCACIONAL PRIVADO EMILIANI,INSTITUTO TÉCNICO VOCACIONAL PRIVADO EMILIANI
LICEO MIXTO CRISTIANO PIAGET.,LICEO MIXTO CRISTIANO PIAGET
COLEGIO PANAMERICANO NO.3,COLEGIO PANAMERICANO NO. 4
COLEGIO PANAMERICANO NO.3,COLEGIO PANAMERICANO NO. 6
COLEGIO PANAMERICANO NO.3,COLEGIO PANAMERICANO NO. 3
COLEGIO MIXTO SANTA ELISA,COLEGIO MIXTO SANTA ELENA
COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN
COLEGIO MIXTO CRISTIANO JOSUE,COLEGIO MIXTO CRISTIANO JESHUA
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX - DEPARTAMENTAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX - DEPARTAMENTAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX DEPARTAMENTAL
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX - DEPARTAMENTAL,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX- DEPARTAMENTAL
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX - DEPARTAMENTAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEPARTAMENTAL JALAPA
INSTITUTO EVANGELICO AMERICA LATINA,INSTITUTO EVANGÉLICO AMÉRICA LATINA
CENTRO DE EDUCACION CREATIVA TOSCANA,CENTRO DE EDUCACIÓN CREATIVA TOSCANA
CENTRO DE EDUCACIÓN CREATIVA TOSCANA,CENTRO DE EDUCACION CREATIVA TOSCANA
COLEGIO BILINGUE VISTA HERMOSA,COLEGIO BILINGÜE VISTA HERMOSA
COLEGIO VALLE VERDE,COLEGIO VALVERDE
COLEGIO VALLE VERDE,COLEGIO VALLE VERDE CES
COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 1,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 4
COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 1,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.2
COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 1,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO.3
CENTRO EDUCATIVO DE INFORMÁTICA SINAÍ,CENTRO EDUCATIVO DE INFORMATICA SINAI
CENTRO EDUCATIVO DE INFORMÁTICA SINAÍ,CENTRO EDUCATIVO DE INFORMÁTICA
CENTRO EDUCATIVO DE INFORMATICA SINAI,CENTRO EDUCATIVO DE INFORMÁTICA SINAÍ
CENTRO EDUCATIVO DE INFORMATICA SINAI,CENTRO EDUCATIVO DE INFORMATICA
LICEO MIXTO EVANGELICO FUENTE DE ENSEÑANZA,LICEO MIXTO EVANGÉLICO FUENTE DE ENSEÑANZA
CENTRO EDUCATIVO INMACULADA CONCEPCION,CENTRO EDUCATIVO INMACULADA CONCEPCIÓN
LICEO JUVENIL DE COMPUTACIÓN C.S.S.,LICEO JUVENIL DE COMPUTACION C.S.S.
LICEO JUVENIL DE COMPUTACIÓN C.S.S.,LICEO JUVENIL DE COMPUTACION C.S.S
LICEO MIXTO EVANGÉLICO FUENTE DE ENSEÑANZA,LICEO MIXTO EVANGELICO FUENTE DE ENSEÑANZA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LA ESTANCIA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA POR MADUREZ LA ESTANCIA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA LA ESTANCIA
COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN C.F.P.C.,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION C.F.P.C.
COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN C.F.P.C.,COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN
CENTRO EDUCATIVO INMACULADA CONCEPCIÓN,CENTRO EDUCATIVO INMACULADA CONCEPCION
LICEO DE CIENCIAS Y TÉCNICAS DE COMPUTACIÓN,LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DEL NORTE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA DE PASTORES
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DEL NORTE,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
LICEO DE CIENCIAS Y TECNICAS DE COMPUTACION,LICEO DE CIENCIAS Y TÉCNICAS DE COMPUTACIÓN
LICEO JUVENIL DE COMPUTACION C.S.S,LICEO JUVENIL DE COMPUTACION C.S.S.
LICEO JUVENIL DE COMPUTACION C.S.S,LICEO JUVENIL DE COMPUTACIÓN C.S.S.
COLEGIO MIXTO EVANGELICO GILGAL,COLEGIO EVANGELICO MIXTO GALILEA
COLEGIO MIXTO EVANGELICO GILGAL,COLEGIO EVANGELICO MIXTO INTEGRAL
LICEO AMERICANO TECNOLOGICO DE COMPUTACION,LICEO AMERICANO TECNOLÓGICO DE COMPUTACIÓN
LICEO JUVENIL DE COMPUTACION C.S.S.,LICEO JUVENIL DE COMPUTACION C.S.S
LICEO JUVENIL DE COMPUTACION C.S.S.,LICEO JUVENIL DE COMPUTACIÓN C.S.S.
LICEO TECNICO VOCACIONAL GALILEI,LICEO TÉCNICO VOCACIONAL GALILEI
LICEO COMERCIAL TECNOLOGICO EL RODEO,LICEO COMERCIAL TECNOLÓGICO EL RODEO
CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA
LICEO TÉCNICO VOCACIONAL GALILEI,LICEO TECNICO VOCACIONAL GALILEI
COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2
COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3
COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1
COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3
COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 1
COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRIQUEZ NO. 3,COLEGIO EDUCATIVO LICDA. KIMBERLY MAZARIEGOS ENRÍQUEZ NO. 2
CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO 2
LICEO COMERCIAL TECNOLÓGICO EL RODEO,LICEO COMERCIAL TECNOLOGICO EL RODEO
COLEGIO EVANGÉLICO MIXTO INTEGRAL,COLEGIO EVANGELICO MIXTO INTEGRAL
COLEGIO EVANGELICO MIXTO INTEGRAL,COLEGIO EVANGÉLICO MIXTO INTEGRAL
COLEGIO EVANGELICO MIXTO INTEGRAL,COLEGIO MIXTO EVANGELICO GILGAL
INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD -INTECAP-,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD -INTECAP-
LICEO MIXTO CRISTIANO ISRAEL,LICEO MIXTO CRISTIANO JIREH
ESCUELA NACIONAL DE FORMACION SECRETARIAL NO. 4,ESCUELA NACIONAL DE FORMACION SECRETARIAL NO. 2
ESCUELA NACIONAL DE FORMACION SECRETARIAL NO. 4,ESCUELA NACIONAL DE FORMACION SECRETARIAL NO.3
INSTITUTO DE EDUCACIÓN MEDIA POR MADUREZ,INSTITUTO DE EDUCACION MEDIA POR MADUREZ
CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL
CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-"
CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL
CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-
CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE
INSTITUTO DE EDUCACION MEDIA POR MADUREZ,INSTITUTO DE EDUCACIÓN MEDIA POR MADUREZ
INSTITUTO DIVERSIFICADO POR COOPERATIVA,INSTITUTO POR COOPERATIVA DE DIVERSIFICADO
INSTITUTO DIVERSIFICADO POR COOPERATIVA,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA
INSTITUTO DIVERSIFICADO POR COOPERATIVA,INSTITUTO DIVERSIFICADO POR COOPERATIVA SANSARE
INSTITUTO DIVERSIFICADO POR COOPERATIVA,INSTITUTO DIVERSIFICADO POR COOPERATIVA ITZAMNA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MORAZAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MAZATENANGO
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MORAZAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MORAZAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ITZAPA
COLEGIO CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO,COLEGIO CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO
COLEGIO CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO,COLEGIO CENTRO DE FORMACIÓN PROFESIONAL PRE-UNIVERISTARIA DEL CICLO DIVERSIFICADO
COLEGIO CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO,COLEGIO CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO
COLEGIO CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO,COLEGIO CENTRO DE FORMACIÓN PROFESIONAL PRE-UNIVERISTARIA DEL CICLO DIVERSIFICADO
CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAUAZTLAN
ESCUELA TÉCNICA PROFESIONAL MOISÉS LIRA SERAFIN,ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÒN DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO
CENTRO EDUCATIVO PRIVADO MIXTO ACAZAUAZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN
COLEGIO CENTRO DE FORMACIÓN PROFESIONAL PRE-UNIVERISTARIA DEL CICLO DIVERSIFICADO,COLEGIO CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO
COLEGIO CENTRO DE FORMACIÓN PROFESIONAL PRE-UNIVERISTARIA DEL CICLO DIVERSIFICADO,COLEGIO CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO
ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN,ESCUELA TÉCNICA PROFESIONAL MOISÉS LIRA SERAFIN
INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.
COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA
COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,COLEGIO SAGRADO CORAZÓN DE JESÚS Y MARÍA
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ SAN JUAN
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN MEDIA Y BACHILLERATO POR MADUREZ
INSTITUTO DIVERSIFICADO POR COOPERATIVA SANSARE,INSTITUTO DIVERSIFICADO POR COOPERATIVA
CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO,CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO - CENCA
INSTITUTO TECNOLÓGICO SANARATECO,INSTITUTO TECNOLOGICO SANARATECO
INSTITUTO TECNOLOGICO SANARATECO,INSTITUTO TECNOLÓGICO SANARATECO
COLEGIO PRIVADO LICEO SAN ANTONIO,COLEGIO PRIVADO MIXTO LICEO SAN ANTONIO
ESCUELA NACIONAL MIXTA NOCTURNA DE CIENCIAS COMERCIALES,ESCUELA NACIONAL DE CIENCIAS COMERCIALES MIXTA NOCTURNA
LICEO EVANGELICO EL EDEN,LICEO EVANGÉLICO EL EDEN
LICEO EVANGELICO EL EDEN,LICEO EVANGÉLICO EL EDEN.
CENTRO EDUCATIVO Y FORMACION HUMANA DE MARÍA,CENTRO EDUCATIVO Y FORMACIÓN HUMANA DE MARÍA
INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS
INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.
COLEGIO HISPANO-AMÉRICANO HACIENDA VERDE,COLEGIO HISPANO-AMERICANO HACIENDA VERDE
LICEO EVANGÉLICO EL EDEN,LICEO EVANGÉLICO EL EDEN.
LICEO EVANGÉLICO EL EDEN,LICEO EVANGELICO EL EDEN
CENTRO EDUCATIVO Y FORMACIÓN HUMANA DE MARÍA,CENTRO EDUCATIVO Y FORMACION HUMANA DE MARÍA
INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS
INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS INCCAV
COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR,COLEGIO INTEGRAL HISPANOAMERICANO
INSTITUTO TECNOLÓGICO MODERNO.,INSTITUTO TECNOLÓGICO MODERNO
COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN.
LICEO EVANGÉLICO EL EDEN.,LICEO EVANGÉLICO EL EDEN
LICEO EVANGÉLICO EL EDEN.,LICEO EVANGELICO EL EDEN
COLEGIO INTEGRAL HISPANOAMERICANO,COLEGIO INTEGRAL HISPANOAMERICANO JUNIOR
COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN.,COLEGIO DE FORMACIÓN Y DESARROLLO CON COMPUTACIÓN RALIAN
COLEGIO HISPANO-AMERICANO HACIENDA VERDE,COLEGIO HISPANO-AMÉRICANO HACIENDA VERDE
INSTITUTO OFICIAL MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ PALMERAS,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO OFICIAL MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ PALMERAS,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.
INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS INCCAV,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS
INSTITUTO TECNOLÓGICO MODERNO,INSTITUTO TECNOLÓGICO MODERNO.
COLEGIO PARTICULAR MIXTO SANTA FAMILIA,COLEGIO PARTICULAR MIXTO SANTA MARIA
COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZON
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO MIXTO MUNICIPAL DE EDUCACION DIVERSIFICADO
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÒN DIVERSIFICADA
INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO
INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.
INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.
INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ
