Nombre_Base,Nombre_Similar
LICEO MUNICIPAL CIENTIFICO TECNOLOGICO SAN MARTIN,LICEO MUNICIPAL CIENTÍFICO TECNOLÓGICO SAN MARTÍN
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA XEKUPILAJ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
CENTRO EDUCATIVO FORMACION Y CIENCIA,CENTRO EDUCATIVO FORMACIÓN Y CIENCIA
COLEGIO MIXTO EVANGÉLICO BETHLEHEM,COLEGIO MIXTO EVANGÈLICO BETHLEHEM
COLEGIO MIXTO EVANGÉLICO BETHLEHEM,COLEGIO MIXTO EVANGELICO BETHLEHEM
CENTRO DE EDUCACIÓN EXTRAESCOLAR GRUPO CEIBA,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEIBA
CENTRO DE EDUCACIÓN EXTRAESCOLAR GRUPO CEIBA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- GRUPO CEIBA
COLEGIO MIXTO EVANGÈLICO BETHLEHEM,COLEGIO MIXTO EVANGÉLICO BETHLEHEM
COLEGIO MIXTO EVANGÈLICO BETHLEHEM,COLEGIO MIXTO EVANGELICO BETHLEHEM
CENTRO EDUCATIVO FORMACIÓN Y CIENCIA,CENTRO EDUCATIVO FORMACION Y CIENCIA
LICEO CRISTIANO MONTE SION 2,LICEO CRISTIANO MONTE SIÓN
COLEGIO MIXTO EVANGELICO BETHLEHEM,COLEGIO MIXTO EVANGÉLICO BETHLEHEM
COLEGIO MIXTO EVANGELICO BETHLEHEM,COLEGIO MIXTO EVANGÈLICO BETHLEHEM
COLEGIO MIXTO EVANGELICO BETHLEHEM,COLEGIO EVANGELICO MIXTO BETHEL
COLEGIO EVANGÉLICO MIXTO BETHESDA,COLEGIO EVANGÉLICO MIXTO BEREA
COLEGIO EVANGÉLICO MIXTO BETHESDA,COLEGIO EVANGELICO MIXTO BETHEL
CENTRO EDUCATIVO RUNAWAL B´ALAM YA´,CENTRO EDUCATIVO RUNAWAL B´ALAM YA¨
CENTRO EDUCATIVO RUNAWAL B´ALAM YA¨,CENTRO EDUCATIVO RUNAWAL B´ALAM YA´
INSTITUTO TECNOLÓGICO POR COOPERATIVA,INSTITUTO TECNOLOGICO POR COOPERATIVA
CENTRO DE FORMACIÓN TURÍSTICA E INFORMÁTICA LICEO TECPÁN,CENTRO DE FORMACION TURISTICA E INFORMATICA LICEO TECPAN
COLEGIO EVANGÉLICO ISRAEL,COLEGIO EVANGELICO ISRAEL
INSTITUTO TECNOLOGICO POR COOPERATIVA,INSTITUTO TECNOLÓGICO POR COOPERATIVA
CENTRO DE FORMACION TURISTICA E INFORMATICA LICEO TECPAN,CENTRO DE FORMACIÓN TURÍSTICA E INFORMÁTICA LICEO TECPÁN
COLEGIO EVANGELICO ISRAEL,COLEGIO EVANGÉLICO ISRAEL
INSTITUTO TECNOLÓGICO DE COMPUTACIÓN INTECOM,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN DE ORIENTE
INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA I.C.I.,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI
INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA I.C.I.,INSTITUTO PRIVADO MIXTO DE COMPUTACIÓN INFORMÁTICA
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA SAN MIGUEL,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA SAN JULIAN
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA SAN MIGUEL,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA SANTA LUISA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ACATENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CUYOTENANGO
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ACATENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CHICACAO
LICEO CRISTIANO VISION ETERNA,LICEO CRISTIANO VISIÓN ETERNA
LICEO CRISTIANO VISIÓN ETERNA,LICEO CRISTIANO VISION ETERNA
INSTITUTO PRIVADO MIXTO ORIZABA,INSTITUTO PRIVADO MIXTO ORIZABA NO. 2
INSTITUTO PRIVADO MIXTO ORIZABA NO. 2,INSTITUTO PRIVADO MIXTO ORIZABA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ITZAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ITZAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA MORAZAN
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ITZAPA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ITZAPA,INSTITUTO NACIONAL DE EDUCACIÒN DIVERSIFICADA
INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ITZAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO
CENTRO EDUCATIVO EN COMPUTACION NUEVA ESPERANZA,CENTRO EDUCATIVO EN COMPUTACIÓN NUEVA ESPERANZA
CENTRO EDUCATIVO EN COMPUTACIÓN NUEVA ESPERANZA,CENTRO EDUCATIVO EN COMPUTACION NUEVA ESPERANZA
LICEO BILINGUE LOS ANGELES,LICEO BILINGÜE LOS ANGELES
INSTITUTO TECNICO INDUSTRIAL ZARAGOZA DE HEREDIA,INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA
INSTITUTO TÉCNICO INDUSTRIAL ZARAGOZA DE HEREDIA,INSTITUTO TECNICO INDUSTRIAL ZARAGOZA DE HEREDIA
LICEO CRISTIANO MONTE SIÓN,LICEO CRISTIANO MONTE SION 2
LICEO BILINGÜE LOS ANGELES,LICEO BILINGUE LOS ANGELES
INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA SANTO DOMINGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SANTO DOMINGO
INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA
INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA
INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA
INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DIVERSIFICADO DE EDUCACIÓN POR COOPERATIVA
INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DON JUSTO
INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA MAYA NA OJ
INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA
ESCUELA DE CIENCIAS COMERCIALES NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES
INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE
INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE,INSTITUTO TECNOLÓGICO PRIVADO DE OCCIDENTE
INSTITUTO NORMAL PARA SEÑORITAS DE ORIENTE,INSTITUTO NORMAL PARA SEÑORITAS DE OCCIDENTE
COLEGIO PRIVADO MIXTO BENDICION,COLEGIO PRIVADO MIXTO BENDICIÓN
COLEGIO EVANGELICO MIXTO ADONAI,COLEGIO EVANGÉLICO MIXTO ADONAI
COLEGIO SUPERIOR DE INFORMATICA HIGA,COLEGIO SUPERIOR DE INFORMÁTICA HIGA
COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO,COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO
CENTRO EDUCATIVO INTEGRAL CASA DEL ALFARERO,CENTRO EDUCATIVO INTEGRAL ALFARERO CEIA
COLEGIO SUPERIOR DE INFORMÁTICA HIGA,COLEGIO SUPERIOR DE INFORMATICA HIGA
COLEGIO MIXTO EN TECNOLOGÍA LATINOAMERICANO,COLEGIO MIXTO EN TECNOLOGIA LATINOAMERICANO
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- GRUPO CEIBA,CENTRO DE EDUCACIÓN EXTRAESCOLAR GRUPO CEIBA
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-
COLEGIO PRIVADO MIXTO BENDICIÓN,COLEGIO PRIVADO MIXTO BENDICION
COLEGIO EVANGÉLICO MIXTO ADONAI,COLEGIO EVANGELICO MIXTO ADONAI
INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE,INSTITUTO TECNOLOGICO PRIVADO DE ORIENTE
INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE,INSTITUTO TECNOLÓGICO PRIVADO DE OCCIDENTE
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SIBILIA
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA SAN LUIS
INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA PLAYA LINDA
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-"
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-
CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- FUNCAFE
"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-",CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL
"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-",CENTRO MUNICIPAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-",CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX MUNICIPAL
"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-",CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-
"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-",CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-
INSTITUTO POR COOPERATIVA DE ENSEÑANZA DIVERSIFICADA,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA
INSTITUTO POR COOPERATIVA DE ENSEÑANZA DIVERSIFICADA,INSTITUTO DE DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA
INSTITUTO POR COOPERATIVA DE ENSEÑANZA DIVERSIFICADA,INSTITUTO MIXTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA
INSTITUTO TECNICO INDUSTRIAL HENRY FORD,INSTITUTO TÉCNICO INDUSTRIAL HENRY FORD
LICEO DE FORMACION INTEGRAL,LICEO DE FORMACIÓN INTEGRAL
COLEGIO DE EDUCACIÓN PARA ADULTOS SEMILLA DE VIDA,COLEGIO DE EDUCACION PARA ADULTOS SEMILLA DE VIDA
COLEGIO DE EDUCACION PARA ADULTOS SEMILLA DE VIDA,COLEGIO DE EDUCACIÓN PARA ADULTOS SEMILLA DE VIDA
LICEO DE FORMACIÓN INTEGRAL,LICEO DE FORMACION INTEGRAL
COLEGIO PRIVADO MIXTO MONTESSORI,LICEO PRIVADO MIXTO MONTESSORI
INSTITUTO TÉCNICO INDUSTRIAL HENRY FORD,INSTITUTO TECNICO INDUSTRIAL HENRY FORD
LICEO TECNICO QUEZALTEPEQUE,LICEO TÉCNICO QUEZALTEPEQUE
LICEO TÉCNICO QUEZALTEPEQUE,LICEO TECNICO QUEZALTEPEQUE
INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN,INSTITUTO TÉCNICO INDUSTRIAL ALBERT EINSTEIN
INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN,INSTITUTO TÉCNICO INSDUSTRIAL ALBERT EINSTEIN
COLEGIO PARTICULAR MIXTO PROYECCION,COLEGIO PARTICULAR MIXTO PROYECCIÓN
COLEGIO PARTICULAR MIXTO PROYECCIÓN,COLEGIO PARTICULAR MIXTO PROYECCION
INSTITUTO TÉCNICO INDUSTRIAL ALBERT EINSTEIN,INSTITUTO TÉCNICO INSDUSTRIAL ALBERT EINSTEIN
INSTITUTO TÉCNICO INDUSTRIAL ALBERT EINSTEIN,INSTITUTO TECNICO INDUSTRIAL ALBERT EINSTEIN
COLEGIO TECNICO PROGRESISTA CETECPRO,COLEGIO TECNICO PROGRESISTA -CETECPRO-
ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,ESCUELA NACIONAL DE CIENCIAS COMERCIALES AMERICA
ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,ESCUELA NACIONAL DE CIENCIAS COMERCIALES
ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESUS MARÍA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL JESÚS MARÍA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO
LICEO TECNOLOGICO GUATEMALA DE LA ASUNCIÓN,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION
LICEO TECNOLOGICO GUATEMALA DE LA ASUNCIÓN,LICEO TECNOLÓGICO GUATEMALA DE LA ASUNCIÓN
LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCIÓN
LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,LICEO TECNOLÓGICO GUATEMALA DE LA ASUNCIÓN
INSTITUTO MIXTO MIGUEL DE CERVANTES,INSTITUTO MIXTO MIGUEL DE CERVANTES.
LICEO FRANCES,LICEO FRANCÉS
INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.
INSTITUTO PARTICULAR MIXTO JOSE MARTI,INSTITUTO PARTICULAR MIXTO JOSÉ MARTI
COLEGIO MIXTO INDO LATINO,COLEGIO MIXTO INDO LATINO¨
LICEO HISPANOAMERICANO NO. 2,LICEO HISPANOAMERICANO NO. 3
INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,INSTITUTO PARTICULAR MIXTO DESARROLLO Y CIENCIA
LICEO TECNOLÓGICO MAYA DE GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA II
LICEO TECNOLÓGICO MAYA DE GUATEMALA,LICEO TECNÓLOGICO MAYA DE GUATEMALA
LICEO TECNOLÓGICO MAYA DE GUATEMALA,LICEO TECNOLOGICO MAYA DE GUATEMALA III
COLEGIO TECNOLOGICO LA MISION,COLEGIO TECNOLÓGICO LA MISIÓN
COLEGIO TECNICO PROGRESISTA -CETECPRO-,COLEGIO TECNICO PROGRESISTA CETECPRO
CENTRO EDUCATIVO MIXTO MONTENEVADO,CENTRO EDUCATIVO MONTENEVADO
INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN
LICEO HISPANOAMERICANO NO. 3,LICEO HISPANOAMERICANO NO. 2
COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMERICAS
COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,"COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS, NO. 1"
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL JESÚS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL JESÚS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESUS MARÍA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL JESÚS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO
CENTRO EDUCATIVO MONTENEVADO,CENTRO EDUCATIVO MIXTO MONTENEVADO
COLEGIO MIXTO INDO LATINO¨,COLEGIO MIXTO INDO LATINO
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL JESÚS MARÍA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESUS MARÍA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO
LICEO TÉCNICO COMERCIAL,LICEO TECNICO COMERCIAL
INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.
INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ DOCTOR JUAN JOSÉ ARÉVALO BERMEJO,INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ DR. JUAN JOSE AREVALO BERMEJO
LICEO FRANCÉS,LICEO FRANCES
LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLOGICO MAYA DE GUATEMALA III
LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA
LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNÓLOGICO MAYA DE GUATEMALA
LICEO TECNOLOGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA II
LICEO TECNOLOGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA
LICEO TECNOLOGICO MAYA DE GUATEMALA III,LICEO TECNÓLOGICO MAYA DE GUATEMALA
"COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS, NO. 1",COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS
"COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS, NO. 1",COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMERICAS
CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX GRUPO CEIBA-GRUCE
CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX GRUPO CEIBA-GRUCE,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESUS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESUS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO
ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESUS MARÍA ALVARADO,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL JESÚS MARÍA ALVARADO
LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,LICEO DE COMPUTACION SIGLO 21 NO.3
LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,LICEO DE COMPUTACIÓN SIGLO 21
CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,CENTRO DE EDUCACIÓN EXTRAESCOLAR - CEEX
CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX
CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,ENBI CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-
CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- DEIRO
COLEGIO TÉCNICO INDUSTRIAL LUIS CARDOZA Y ARAGÓN,COLEGIO TECNICO INDUSTRIAL LUIS CARDOZA Y ARAGON
LICEO PROFESIONAL EN COMPUTACIÓN Y CIENCIAS COMERCIALES,LICEO PROFESIONAL EN COMPUTACION Y CIENCIAS COMERCIALES
COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN,COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN C.F.P.C.
INSTITUTO PARTICULAR MIXTO JOSÉ MARTI,INSTITUTO PARTICULAR MIXTO JOSE MARTI
COLEGIO MIXTO EN COMPUTACIÓN IMANOL,COLEGIO MIXTO EN COMPUTACION IMANOL
COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMERICAS,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS
COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMERICAS,"COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS, NO. 1"
LICEO CLÁSICO EN COMPUTACIÓN,LICEO CLASICO EN COMPUTACION
INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II
INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES
INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES
INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACIÓN,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION
LICEO DE COMPUTACIÓN SIGLO 21,LICEO DE COMPUTACION SIGLO 21
LICEO DE COMPUTACIÓN SIGLO 21,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3
INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES
INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II
INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II
LICEO MIXTO EN COMPUTACIÓN IXCHEL,LICEO MIXTO EN COMPUTACION IXCHEL
LICEO PROFESIONAL DE INFORMÁTICA Y TECNOLOGÍA,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA
CENTRO TECNOLÓGICO DE COMPUTACIÓN LA MERCED,CENTRO TECNOLOGICO DE COMPUTACIÓN LA MERCED
CENTRO TECNOLÓGICO DE COMPUTACIÓN LA MERCED,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S.A.
COLEGIO VALVERDE NO. 2,COLEGIO VALVERDE NO. 3
COLEGIO VALVERDE NO. 2,COLEGIO VALVERDE NO.2
COLEGIO VALVERDE,COLEGIO VALLE VERDE
LICEO TECNOLÓGICO GUATEMALA DE LA ASUNCIÓN,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCIÓN
LICEO TECNOLÓGICO GUATEMALA DE LA ASUNCIÓN,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION
COLEGIO TECNOLÓGICO LA MISIÓN,COLEGIO TECNOLOGICO LA MISION
INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACIÓN,INSTITUTO DE ESTUDIOS ESPECIALIZADOS EN CIENCIAS DE LA COMPUTACION
LICEO MONTECARLO,LICEO MONTEALTO
CENTRO EDUCATIVO FE Y ALEGRIA NO. 1,CENTRO EDUCATIVO FE Y ALEGRIA NO. 14
CENTRO EDUCATIVO FE Y ALEGRIA NO. 1,CENTRO EDUCATIVO FE Y ALEGRIA NO. 53
CENTRO EDUCATIVO FE Y ALEGRIA NO. 1,CENTRO EDUCATIVO FE Y ALEGRIA NO. 22
CENTRO EDUCATIVO FE Y ALEGRIA NO. 1,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 7
